id,name,productCount,subtreeProductCount,parent,numChildren,pathName,children,alsoCount,also
379,Bed Blankets,139,139,373,0,"['Pet Supplies', 'Dogs', 'Beds & Furniture', 'Bed Blankets']",[],0,[]
380,Bed Covers,175,175,373,0,"['Pet Supplies', 'Dogs', 'Beds & Furniture', 'Bed Covers']",[],0,[]
381,Bed Liners,29,29,373,0,"['Pet Supplies', 'Dogs', 'Beds & Furniture', 'Bed Liners']",[],0,[]
382,Sofas & Chairs,13,13,373,0,"['Pet Supplies', 'Dogs', 'Beds & Furniture', 'Sofas & Chairs']",[],0,[]
383,Stairs,50,50,377,0,"['Pet Supplies', 'Dogs', 'Beds & Furniture', 'Stairs & Steps', 'Stairs']",[],0,[]
384,Steps,112,112,377,0,"['Pet Supplies', 'Dogs', 'Beds & Furniture', 'Stairs & Steps', 'Steps']",[],0,[]
385,Crates & Kennels,0,1310,372,2,"['Pet Supplies', 'Dogs', 'Houses, Kennels & Pens', 'Crates & Kennels']","[389, 390]",0,[]
386,Dog Houses,320,320,372,0,"['Pet Supplies', 'Dogs', 'Houses, Kennels & Pens', 'Dog Houses']",[],0,[]
387,Kennel Covers,51,51,372,0,"['Pet Supplies', 'Dogs', 'Houses, Kennels & Pens', 'Kennel Covers']",[],0,[]
388,Outdoor Pens,28,28,372,0,"['Pet Supplies', 'Dogs', 'Houses, Kennels & Pens', 'Outdoor Pens']",[],0,[]
389,Kennels,701,701,385,0,"['Pet Supplies', 'Dogs', 'Houses, Kennels & Pens', 'Crates & Kennels', 'Kennels']",[],0,[]
390,Crates,609,609,385,0,"['Pet Supplies', 'Dogs', 'Houses, Kennels & Pens', 'Crates & Kennels', 'Crates']",[],0,[]
391,Costumes,1278,1278,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Costumes']",[],5,"[(2, 6), (245, 5), (400, 3), (20, 1), (31, 1)]"
392,Lifejackets,166,166,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Lifejackets']",[],0,[]
393,Sunglasses,79,79,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Sunglasses']",[],0,[]
394,Boots & Paw Protectors,0,933,371,2,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Boots & Paw Protectors']","[406, 407]",0,[]
395,Hair Accessories,167,167,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Hair Accessories']",[],0,[]
396,Bandanas,356,356,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Bandanas']",[],0,[]
397,Sweaters,1090,1090,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Sweaters']",[],0,[]
398,Shirts,1384,1384,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Shirts']",[],1,"[(245, 2)]"
399,Raincoats,329,329,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Raincoats']",[],0,[]
400,Dresses,1417,1417,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Dresses']",[],2,"[(391, 3), (2, 1)]"
401,Cold Weather Coats,1460,1460,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Cold Weather Coats']",[],0,[]
402,Backpacks,122,122,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Backpacks']",[],0,[]
403,Hoodies,748,748,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Hoodies']",[],0,[]
404,Hats,146,146,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Hats']",[],0,[]
405,Necklaces,61,61,371,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Necklaces']",[],0,[]
406,Paw Protectors,932,932,394,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Boots & Paw Protectors', 'Paw Protectors']",[],3,"[(407, 4), (2, 2), (520, 1)]"
407,Boots,5,5,394,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Boots & Paw Protectors', 'Boots']",[],3,"[(406, 4), (2, 2), (520, 1)]"
408,Shampoos & Conditioners,0,1764,370,3,"['Pet Supplies', 'Dogs', 'Grooming', 'Shampoos & Conditioners']","[427, 428, 429]",0,[]
409,Brushes,359,359,370,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Brushes']",[],0,[]
410,Grooming Wipes,124,124,370,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Grooming Wipes']",[],0,[]
411,Colognes,146,146,370,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Colognes']",[],0,[]
412,Styptic Gels & Powders,26,26,370,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Styptic Gels & Powders']",[],0,[]
413,Dander Remover Sprays,28,28,370,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Dander Remover Sprays']",[],0,[]
414,Hair Removal Mitts & Rollers,96,96,370,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Hair Removal Mitts & Rollers']",[],0,[]
415,Electric Clippers & Blades,30,521,370,2,"['Pet Supplies', 'Dogs', 'Grooming', 'Electric Clippers & Blades']","[425, 426]",0,[]
416,Deodorizers,480,480,370,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Deodorizers']",[],0,[]
417,Claw Care,250,250,370,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Claw Care']",[],0,[]
418,Shedding Tools,176,176,370,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Shedding Tools']",[],0,[]
419,Dematting Tools,8,87,370,2,"['Pet Supplies', 'Dogs', 'Grooming', 'Dematting Tools']","[423, 424]",0,[]
420,Combs,152,152,370,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Combs']",[],0,[]
421,Scissors,220,220,370,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Scissors']",[],0,[]
422,Shower & Bath Accessories,201,201,370,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Shower & Bath Accessories']",[],0,[]
423,Rakes,44,44,419,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Dematting Tools', 'Rakes']",[],0,[]
424,Combs,35,35,419,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Dematting Tools', 'Combs']",[],0,[]
425,Electric Clippers,314,314,415,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Electric Clippers & Blades', 'Electric Clippers']",[],0,[]
426,Replacement Blades,177,177,415,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Electric Clippers & Blades', 'Replacement Blades']",[],0,[]
427,Shampoos,1308,1308,408,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Shampoos & Conditioners', 'Shampoos']",[],0,[]
428,Shampoos Plus Conditioners,207,207,408,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Shampoos & Conditioners', 'Shampoos Plus Conditioners']",[],0,[]
429,Conditioners,249,249,408,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Shampoos & Conditioners', 'Conditioners']",[],0,[]
430,Litter Boxes,45,45,369,0,"['Pet Supplies', 'Dogs', 'Litter & Housebreaking', 'Litter Boxes']",[],0,[]
431,Pooper Scoopers & Bags,3,641,369,2,"['Pet Supplies', 'Dogs', 'Litter & Housebreaking', 'Pooper Scoopers & Bags']","[435, 436]",0,[]
432,Odor & Stain Removers,685,685,369,0,"['Pet Supplies', 'Dogs', 'Litter & Housebreaking', 'Odor & Stain Removers']",[],0,[]
433,Training Pads & Trays,480,480,369,0,"['Pet Supplies', 'Dogs', 'Litter & Housebreaking', 'Training Pads & Trays']",[],0,[]
434,Diapers,270,270,369,0,"['Pet Supplies', 'Dogs', 'Litter & Housebreaking', 'Diapers']",[],0,[]
435,Bags,477,477,431,0,"['Pet Supplies', 'Dogs', 'Litter & Housebreaking', 'Pooper Scoopers & Bags', 'Bags']",[],0,[]
436,Pooper Scoopers,161,161,431,0,"['Pet Supplies', 'Dogs', 'Litter & Housebreaking', 'Pooper Scoopers & Bags', 'Pooper Scoopers']",[],0,[]
437,Food Storage,255,255,368,0,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Food Storage']",[],0,[]
438,Travel Bowls,265,265,368,0,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Travel Bowls']",[],0,[]
439,Fountains,256,256,368,0,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Fountains']",[],0,[]
440,Automatic Feeders,148,148,368,0,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Automatic Feeders']",[],0,[]
441,Bowls,1456,1456,368,0,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Bowls']",[],0,[]
442,Raised Bowls & Feeding Stations,0,526,368,2,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Raised Bowls & Feeding Stations']","[445, 446]",0,[]
443,Water Bottles,66,66,368,0,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Water Bottles']",[],0,[]
444,Nursing Supplies,27,27,368,0,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Nursing Supplies']",[],0,[]
445,Raised Bowls,318,318,442,0,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Raised Bowls & Feeding Stations', 'Raised Bowls']",[],0,[]
446,Feeding Stations,208,208,442,0,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Raised Bowls & Feeding Stations', 'Feeding Stations']",[],0,[]
447,Car Travel Accessories,27,845,367,4,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Car Travel Accessories']","[455, 456, 457, 458]",0,[]
448,Carriers,413,1310,367,2,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Carriers']","[453, 454]",3,"[(2, 3), (252, 2), (343, 2)]"
449,Strollers,260,260,367,0,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Strollers']",[],0,[]
450,Slings,47,47,367,0,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Slings']",[],0,[]
451,Bicycle Trailers,28,28,367,0,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Bicycle Trailers']",[],0,[]
452,Bicycle Carriers,2,2,367,0,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Bicycle Carriers']",[],0,[]
453,Hard-Sided Carriers,262,262,448,0,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Carriers', 'Hard-Sided Carriers']",[],0,[]
454,Soft-Sided Carriers,635,635,448,0,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Carriers', 'Soft-Sided Carriers']",[],0,[]
455,Seat Covers,494,494,447,0,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Car Travel Accessories', 'Seat Covers']",[],0,[]
456,Vehicle Ramps,46,46,447,0,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Car Travel Accessories', 'Vehicle Ramps']",[],0,[]
457,Booster Seats,141,141,447,0,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Car Travel Accessories', 'Booster Seats']",[],1,"[(2, 1)]"
458,Barriers,137,137,447,0,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Car Travel Accessories', 'Barriers']",[],0,[]
459,Playpens,263,263,366,0,"['Pet Supplies', 'Dogs', 'Doors, Gates & Ramps', 'Playpens']",[],0,[]
460,Doorbells,109,109,366,0,"['Pet Supplies', 'Dogs', 'Doors, Gates & Ramps', 'Doorbells']",[],0,[]
461,Safety Ramps,24,24,366,0,"['Pet Supplies', 'Dogs', 'Doors, Gates & Ramps', 'Safety Ramps']",[],0,[]
462,Doors,347,347,366,0,"['Pet Supplies', 'Dogs', 'Doors, Gates & Ramps', 'Doors']",[],0,[]
463,"Cookies, Biscuits & Snacks",21,4528,365,3,"['Pet Supplies', 'Dogs', 'Treats', 'Cookies, Biscuits & Snacks']","[473, 474, 475]",0,[]
464,Jerky,420,420,365,0,"['Pet Supplies', 'Dogs', 'Treats', 'Jerky']",[],0,[]
465,Bones,683,683,365,0,"['Pet Supplies', 'Dogs', 'Treats', 'Bones']",[],0,[]
466,Rawhide,52,1414,365,4,"['Pet Supplies', 'Dogs', 'Treats', 'Rawhide']","[469, 470, 471, 472]",0,[]
467,Animal Ears,169,169,365,0,"['Pet Supplies', 'Dogs', 'Treats', 'Animal Ears']",[],0,[]
468,Hooves,38,38,365,0,"['Pet Supplies', 'Dogs', 'Treats', 'Hooves']",[],0,[]
469,Sticks & Twists,716,716,466,0,"['Pet Supplies', 'Dogs', 'Treats', 'Rawhide', 'Sticks & Twists']",[],0,[]
470,Bones,458,458,466,0,"['Pet Supplies', 'Dogs', 'Treats', 'Rawhide', 'Bones']",[],0,[]
471,Chips,68,68,466,0,"['Pet Supplies', 'Dogs', 'Treats', 'Rawhide', 'Chips']",[],0,[]
472,Rolls,120,120,466,0,"['Pet Supplies', 'Dogs', 'Treats', 'Rawhide', 'Rolls']",[],0,[]
473,Snacks,3915,3915,463,0,"['Pet Supplies', 'Dogs', 'Treats', 'Cookies, Biscuits & Snacks', 'Snacks']",[],0,[]
474,Biscuits,410,410,463,0,"['Pet Supplies', 'Dogs', 'Treats', 'Cookies, Biscuits & Snacks', 'Biscuits']",[],0,[]
475,Cookies,182,182,463,0,"['Pet Supplies', 'Dogs', 'Treats', 'Cookies, Biscuits & Snacks', 'Cookies']",[],0,[]
476,Training Collars,616,616,364,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Training Collars']",[],0,[]
477,Sonic Bark Deterrents,100,100,364,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Sonic Bark Deterrents']",[],0,[]
478,Repellents,219,418,364,3,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Repellents']","[488, 489, 490]",0,[]
479,Dog Whistles,80,80,364,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Dog Whistles']",[],0,[]
480,Tie-Outs & Stakes,234,234,364,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Tie-Outs & Stakes']",[],0,[]
481,Training Leashes,53,53,364,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Training Leashes']",[],0,[]
482,Agility Equipment,90,125,364,3,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Agility Equipment']","[485, 486, 487]",0,[]
483,Training Clickers,64,64,364,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Training Clickers']",[],0,[]
484,Radio & Wireless Fences,4,4,364,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Radio & Wireless Fences']",[],0,[]
485,Jumps,15,15,482,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Agility Equipment', 'Jumps']",[],0,[]
486,Tunnels,10,10,482,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Agility Equipment', 'Tunnels']",[],0,[]
487,Dog Treadmills,10,10,482,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Agility Equipment', 'Dog Treadmills']",[],0,[]
488,Spray Repellents,123,123,478,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Repellents', 'Spray Repellents']",[],0,[]
489,Repellent Mats,53,53,478,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Repellents', 'Repellent Mats']",[],0,[]
490,Sonic Repellents,23,23,478,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Repellents', 'Sonic Repellents']",[],0,[]
491,Leashes,0,3500,363,4,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Leashes']","[506, 507, 508, 509]",0,[]
492,Harnesses,268,3313,363,3,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Harnesses']","[503, 504, 505]",0,[]
493,Collars,1,8374,363,6,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Collars']","[497, 498, 499, 500, 501, 502]",0,[]
494,Collar Charms,207,207,363,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Collar Charms']",[],1,"[(249, 1)]"
495,Muzzles,357,357,363,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Muzzles']",[],0,[]
496,ID Tags,35,35,363,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'ID Tags']",[],1,"[(500, 14)]"
497,Basic Collars,6231,6231,493,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Collars', 'Basic Collars']",[],0,[]
498,Bark Collars,261,261,493,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Collars', 'Bark Collars']",[],0,[]
499,Headcollars,99,99,493,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Collars', 'Headcollars']",[],0,[]
500,Accessories,1002,1002,493,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Collars', 'Accessories']",[],1,"[(496, 14)]"
501,Slip Chains,686,686,493,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Collars', 'Slip Chains']",[],0,[]
502,Pinch Collars,94,94,493,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Collars', 'Pinch Collars']",[],0,[]
503,Vest Harnesses,658,658,492,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Harnesses', 'Vest Harnesses']",[],0,[]
504,Basic Halter Harnesses,2222,2222,492,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Harnesses', 'Basic Halter Harnesses']",[],0,[]
505,Vehicle Harnesses,165,165,492,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Harnesses', 'Vehicle Harnesses']",[],0,[]
506,Basic Leashes,3243,3243,491,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Leashes', 'Basic Leashes']",[],0,[]
507,Retractable Leashes,152,152,491,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Leashes', 'Retractable Leashes']",[],0,[]
508,Hands Free Leashes,49,49,491,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Leashes', 'Hands Free Leashes']",[],0,[]
509,Double Leashes,56,56,491,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Leashes', 'Double Leashes']",[],0,[]
510,Dry,2468,2468,362,0,"['Pet Supplies', 'Dogs', 'Food', 'Dry']",[],0,[]
511,Wet,31,1523,362,3,"['Pet Supplies', 'Dogs', 'Food', 'Wet']","[517, 518, 519]",0,[]
512,Food Toppers,49,49,362,0,"['Pet Supplies', 'Dogs', 'Food', 'Food Toppers']",[],0,[]
513,Dehydrated/Freeze-Dried,27,151,362,2,"['Pet Supplies', 'Dogs', 'Food', 'Dehydrated/Freeze-Dried']","[515, 516]",0,[]
514,Frozen,28,28,362,0,"['Pet Supplies', 'Dogs', 'Food', 'Frozen']",[],0,[]
515,Freeze-Dried,77,77,513,0,"['Pet Supplies', 'Dogs', 'Food', 'Dehydrated/Freeze-Dried', 'Freeze-Dried']",[],0,[]
516,Dehydrated,47,47,513,0,"['Pet Supplies', 'Dogs', 'Food', 'Dehydrated/Freeze-Dried', 'Dehydrated']",[],0,[]
517,Pouches,113,113,511,0,"['Pet Supplies', 'Dogs', 'Food', 'Wet', 'Pouches']",[],0,[]
518,Canned,1327,1327,511,0,"['Pet Supplies', 'Dogs', 'Food', 'Wet', 'Canned']",[],0,[]
519,Rolls,52,52,511,0,"['Pet Supplies', 'Dogs', 'Food', 'Wet', 'Rolls']",[],0,[]
520,Supplements & Vitamins,600,2976,361,7,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Supplements & Vitamins']","[542, 543, 544, 545, 546, 547, 548]",3,"[(407, 1), (406, 1), (2, 1)]"
521,Relaxants,238,238,361,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Relaxants']",[],0,[]
522,Eye Care,205,205,361,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Eye Care']",[],0,[]
523,"Flea, Lice & Tick Control",49,1129,361,8,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Flea, Lice & Tick Control']","[534, 535, 536, 537, 538, 539, 540, 541]",0,[]
524,Dental Care,206,445,361,2,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Dental Care']","[532, 533]",0,[]
525,Ear Care,294,294,361,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Ear Care']",[],0,[]
526,Digestive Remedies,263,263,361,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Digestive Remedies']",[],0,[]
527,Recovery Collars & Cones,117,117,361,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Recovery Collars & Cones']",[],0,[]
528,Itch Remedies,225,225,361,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Itch Remedies']",[],0,[]
529,Wormers,95,95,361,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Wormers']",[],0,[]
530,Milk Replacers,34,34,361,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Milk Replacers']",[],0,[]
531,Thermometers,11,11,361,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Thermometers']",[],0,[]
532,Toothpaste,132,132,524,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Dental Care', 'Toothpaste']",[],0,[]
533,Toothbrushes,107,107,524,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Dental Care', 'Toothbrushes']",[],0,[]
534,Flea Drops,490,490,523,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Flea, Lice & Tick Control', 'Flea Drops']",[],0,[]
535,Dog Flea Sprays,205,205,523,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Flea, Lice & Tick Control', 'Dog Flea Sprays']",[],0,[]
536,Flea Shampoos,140,140,523,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Flea, Lice & Tick Control', 'Flea Shampoos']",[],0,[]
537,Flea & Tick Collars,104,104,523,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Flea, Lice & Tick Control', 'Flea & Tick Collars']",[],0,[]
538,Carpet Flea Powders & Sprays,45,45,523,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Flea, Lice & Tick Control', 'Carpet Flea Powders & Sprays']",[],0,[]
539,Flea Combs,46,46,523,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Flea, Lice & Tick Control', 'Flea Combs']",[],0,[]
540,Tick Remover Tools,31,31,523,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Flea, Lice & Tick Control', 'Tick Remover Tools']",[],0,[]
541,Dog Flea Powders,19,19,523,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Flea, Lice & Tick Control', 'Dog Flea Powders']",[],0,[]
542,Herbal Supplements,120,120,520,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Supplements & Vitamins', 'Herbal Supplements']",[],0,[]
543,Bone & Joint Health Supplements,1029,1029,520,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Supplements & Vitamins', 'Bone & Joint Health Supplements']",[],0,[]
544,Multivitamins,613,613,520,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Supplements & Vitamins', 'Multivitamins']",[],0,[]
545,Antioxidants,172,172,520,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Supplements & Vitamins', 'Antioxidants']",[],0,[]
546,Fish Oil Supplements,317,317,520,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Supplements & Vitamins', 'Fish Oil Supplements']",[],0,[]
547,Probiotics,119,119,520,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Supplements & Vitamins', 'Probiotics']",[],0,[]
548,Amino Acids,6,6,520,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Supplements & Vitamins', 'Amino Acids']",[],0,[]
549,Balls,1049,1049,359,0,"['Pet Supplies', 'Dogs', 'Toys', 'Balls']",[],0,[]
550,Squeak Toys,3165,3165,359,0,"['Pet Supplies', 'Dogs', 'Toys', 'Squeak Toys']",[],0,[]
551,Ropes,623,623,359,0,"['Pet Supplies', 'Dogs', 'Toys', 'Ropes']",[],0,[]
552,Flying Discs,233,233,359,0,"['Pet Supplies', 'Dogs', 'Toys', 'Flying Discs']",[],0,[]
553,Chew Toys,1994,1994,359,0,"['Pet Supplies', 'Dogs', 'Toys', 'Chew Toys']",[],0,[]
554,Laser Toys,16,16,359,0,"['Pet Supplies', 'Dogs', 'Toys', 'Laser Toys']",[],0,[]
